schemaVersion,recordType,content.title,content.authors,content.paper_url,content.github_url,content.github_stars,content.published_date,collectedAt
1.0,RESEARCH_PAPER,Phase Transition Behavior in Knowledge Compilation,"Rahul Gupta, Subhajit Roy, Kuldeep S. Meel",http://arxiv.org/abs/2007.10400v1,,,2020-07-20T18:36:27,2026-09-10T19:42:28.414522
1.0,RESEARCH_PAPER,Non-Markov Policies to Reduce Sequential Failures in Robot Bin Picking,"Kate Sanders, Michael Danielczuk, Jeffrey Mahler, Ajay Tanwani, Ken Goldberg",http://arxiv.org/abs/2007.10420v1,,,2020-07-20T19:20:40,2026-09-10T19:42:28.414575
1.0,RESEARCH_PAPER,Event Prediction in the Big Data Era: A Systematic Survey,Liang Zhao,http://arxiv.org/abs/2007.09815v3,,,2020-07-19T23:24:52,2026-09-10T19:42:28.414629
1.0,RESEARCH_PAPER,An Ontological AI-and-Law Framework for the Autonomous Levels of AI Legal Reasoning,Lance Eliot,http://arxiv.org/abs/2008.07328v1,,,2020-08-04T16:12:30,2026-09-10T19:42:28.414682
1.0,RESEARCH_PAPER,Safe Reinforcement Learning in Constrained Markov Decision Processes,"Akifumi Wachi, Yanan Sui",http://arxiv.org/abs/2008.06626v1,,,2020-08-15T02:20:23,2026-09-10T19:42:28.414737
1.0,RESEARCH_PAPER,Explainability in Deep Reinforcement Learning,"Alexandre Heuillet, Fabien Couthouis, Natalia Díaz-Rodríguez",http://arxiv.org/abs/2008.06693v4,,,2020-08-15T10:11:42,2026-09-10T19:42:28.414791
1.0,RESEARCH_PAPER,Autonomous Braking and Throttle System: A Deep Reinforcement Learning Approach for Naturalistic Driving,"Varshit S. Dubey, Ruhshad Kasad, Karan Agrawal",http://arxiv.org/abs/2008.06696v1,,,2020-08-15T10:37:07,2026-09-10T19:42:28.414843
1.0,RESEARCH_PAPER,Model Patching: Closing the Subgroup Performance Gap with Data Augmentation,"Karan Goel, Albert Gu, Yixuan Li, Christopher Ré",http://arxiv.org/abs/2008.06775v1,,,2020-08-15T20:01:23,2026-09-10T19:42:28.414898
1.0,RESEARCH_PAPER,Few-shot Visual Reasoning with Meta-analogical Contrastive Learning,"Youngsung Kim, Jinwoo Shin, Eunho Yang, Sung Ju Hwang",http://arxiv.org/abs/2007.12020v1,,,2020-07-23T14:00:34,2026-09-10T19:42:28.414950
1.0,RESEARCH_PAPER,Semi-supervised Learning From Demonstration Through Program Synthesis: An Inspection Robot Case Study,"Simón C. Smith, Subramanian Ramamoorthy",http://arxiv.org/abs/2007.12500v1,,,2020-07-23T01:32:21,2026-09-10T19:42:28.415002
1.0,RESEARCH_PAPER,On the Programmatic Generation of Reproducible Documents,"Michael J. Kane, Simon Urbanek",http://arxiv.org/abs/2007.12631v1,,,2020-06-23T22:32:58,2026-09-10T19:42:28.415054
1.0,RESEARCH_PAPER,Towards Automated Discovery of Geometrical Theorems in GeoGebra,"Zoltán Kovács, Jonathan H. Yu",http://arxiv.org/abs/2007.12447v1,,,2020-07-24T10:59:39,2026-09-10T19:42:28.415104
1.0,RESEARCH_PAPER,Toward the quantification of cognition,Richard Granger,http://arxiv.org/abs/2008.05580v1,,,2020-08-12T21:45:29,2026-09-10T19:42:28.415153
1.0,RESEARCH_PAPER,A Knowledge Graph for Assessing Aggressive Tax Planning Strategies,"Niklas Lüdemann, Ageda Shiba, Nikolaos Thymianis, Nicolas Heist, Christopher Ludwig, Heiko Paulheim",http://arxiv.org/abs/2008.05239v3,,,2020-08-12T11:19:36,2026-09-10T19:42:28.415205
1.0,RESEARCH_PAPER,"Look, Listen, and Attend: Co-Attention Network for Self-Supervised Audio-Visual Representation Learning","Ying Cheng, Ruize Wang, Zhihao Pan, Rui Feng, Yuejie Zhang",http://arxiv.org/abs/2008.05789v1,,,2020-08-13T10:08:12,2026-09-10T19:42:28.415257
1.0,RESEARCH_PAPER,Visuomotor Mechanical Search: Learning to Retrieve Target Objects in Clutter,"Andrey Kurenkov, Joseph Taglic, Rohun Kulkarni, Marcus Dominguez-Kuhne, Animesh Garg, Roberto Martín-Martín, Silvio Savarese",http://arxiv.org/abs/2008.06073v1,,,2020-08-13T18:23:00,2026-09-10T19:42:28.415308
1.0,RESEARCH_PAPER,Probing Neural Dialog Models for Conversational Understanding,"Abdelrhman Saleh, Tovly Deutsch, Stephen Casper, Yonatan Belinkov, Stuart Shieber",http://arxiv.org/abs/2006.08331v1,,,2020-06-07T17:32:00,2026-09-10T19:42:28.415359
1.0,RESEARCH_PAPER,An Algorithm to find Superior Fitness on NK Landscapes under High Complexity: Muddling Through,"Sasanka Sekhar Chanda, Sai Yayavaram",http://arxiv.org/abs/2006.08333v2,,,2020-06-06T11:08:20,2026-09-10T19:42:28.415409
1.0,RESEARCH_PAPER,Group Decision Support for agriculture planning by a combination of Mathematical Model and Collaborative Tool,"Pascale Zaraté, Alemany Mme, Ana Esteso Alvarez, Amir Sakka, Guy Camilleri",http://arxiv.org/abs/2006.08151v1,,,2020-06-15T06:12:04,2026-09-10T19:42:28.415473
1.0,RESEARCH_PAPER,Adaptive Reinforcement Learning through Evolving Self-Modifying Neural Networks,Samuel Schmidgall,http://arxiv.org/abs/2006.05832v1,,,2020-05-22T02:24:44,2026-09-10T19:42:28.415533
1.0,RESEARCH_PAPER,ClarQ: A large-scale and diverse dataset for Clarification Question Generation,"Vaibhav Kumar, Alan W. black",http://arxiv.org/abs/2006.05986v2,,,2020-06-10T17:56:50,2026-09-10T19:42:28.415584
1.0,RESEARCH_PAPER,Modified Possibilistic Fuzzy C-Means Algorithm for Clustering Incomplete Data Sets," Rustam, Koredianto Usman, Mudyawati Kamaruddin, Dina Chamidah,  Nopendri, Khaerudin Saleh, Yulinda Eliskar, Ismail Marzuki",http://arxiv.org/abs/2007.04908v2,,,2020-07-09T16:12:11,2026-09-10T19:42:28.415636
1.0,RESEARCH_PAPER,A Cordial Sync: Going Beyond Marginal Policies for Multi-Agent Embodied Tasks,"Unnat Jain, Luca Weihs, Eric Kolve, Ali Farhadi, Svetlana Lazebnik, Aniruddha Kembhavi, Alexander Schwing",http://arxiv.org/abs/2007.04979v1,,,2020-07-09T17:59:57,2026-09-10T19:42:28.415687
1.0,RESEARCH_PAPER,Learning Abstract Models for Strategic Exploration and Fast Reward Transfer,"Evan Zheran Liu, Ramtin Keramati, Sudarshan Seshadri, Kelvin Guu, Panupong Pasupat, Emma Brunskill, Percy Liang",http://arxiv.org/abs/2007.05896v1,,,2020-07-12T03:33:50,2026-09-10T19:42:28.415743
1.0,RESEARCH_PAPER,Knowledge Graph Driven Approach to Represent Video Streams for Spatiotemporal Event Pattern Matching in Complex Event Processing,"Piyush Yadav, Dhaval Salwala, Edward Curry",http://arxiv.org/abs/2007.06292v1,,,2020-07-13T10:20:58,2026-09-10T19:42:28.415793
1.0,RESEARCH_PAPER,DinerDash Gym: A Benchmark for Policy Learning in High-Dimensional Action Space,"Siwei Chen, Xiao Ma, David Hsu",http://arxiv.org/abs/2007.06207v1,,,2020-07-13T06:22:55,2026-09-10T19:42:28.415871
1.0,RESEARCH_PAPER,Batch-level Experience Replay with Review for Continual Learning,"Zheda Mai, Hyunwoo Kim, Jihwan Jeong, Scott Sanner",http://arxiv.org/abs/2007.05683v1,,,2020-07-11T05:20:09,2026-09-10T19:42:28.415927
1.0,RESEARCH_PAPER,Opening the Software Engineering Toolbox for the Assessment of Trustworthy AI,"Mohit Kumar Ahuja, Mohamed-Bachir Belaid, Pierre Bernabé, Mathieu Collet, Arnaud Gotlieb, Chhagan Lal, Dusica Marijan, Sagar Sen, Aizaz Sharif, Helge Spieker",http://arxiv.org/abs/2007.07768v2,,,2020-07-14T08:16:15,2026-09-10T19:42:28.415983
1.0,RESEARCH_PAPER,Intelligent requirements engineering from natural language and their chaining toward CAD models,"Alain-Jérôme Fougères, Egon Ostrosi",http://arxiv.org/abs/2007.07825v1,,,2020-07-14T17:53:01,2026-09-10T19:42:28.416034
1.0,RESEARCH_PAPER,Unsupervised Text Generation by Learning from Search,"Jingjing Li, Zichao Li, Lili Mou, Xin Jiang, Michael R. Lyu, Irwin King",http://arxiv.org/abs/2007.08557v1,,,2020-07-09T04:34:48,2026-09-10T19:42:28.416085
1.0,RESEARCH_PAPER,Robust Identifiability in Linear Structural Equation Models of Causal Inference,"Karthik Abinav Sankararaman, Anand Louis, Navin Goyal",http://arxiv.org/abs/2007.06869v1,,,2020-07-14T07:32:36,2026-09-10T19:42:28.416136
1.0,RESEARCH_PAPER,"Lifelong Learning using Eigentasks: Task Separation, Skill Acquisition, and Selective Transfer","Aswin Raghavan, Jesse Hostetler, Indranil Sur, Abrar Rahman, Ajay Divakaran",http://arxiv.org/abs/2007.06918v1,,,2020-07-14T09:06:13,2026-09-10T19:42:28.416188
1.0,RESEARCH_PAPER,Lifelong Policy Gradient Learning of Factored Policies for Faster Training Without Forgetting,"Jorge A. Mendez, Boyu Wang, Eric Eaton",http://arxiv.org/abs/2007.07011v2,,,2020-07-14T13:05:42,2026-09-10T19:42:28.416238
1.0,RESEARCH_PAPER,Goal-Aware Prediction: Learning to Model What Matters,"Suraj Nair, Silvio Savarese, Chelsea Finn",http://arxiv.org/abs/2007.07170v2,,,2020-07-14T16:42:59,2026-09-10T19:42:28.416288
1.0,RESEARCH_PAPER,Learning Accurate and Human-Like Driving using Semantic Maps and Attention,"Simon Hecker, Dengxin Dai, Alexander Liniger, Luc Van Gool",http://arxiv.org/abs/2007.07218v1,,,2020-07-10T22:25:27,2026-09-10T19:42:28.416341
1.0,RESEARCH_PAPER,Strengthening Deterministic Policies for POMDPs,"Leonore Winterer, Ralf Wimmer, Nils Jansen, Bernd Becker",http://arxiv.org/abs/2007.08351v1,,,2020-07-16T14:22:55,2026-09-10T19:42:28.416393
1.0,RESEARCH_PAPER,Specification mining and automated task planning for autonomous robots based on a graph-based spatial temporal logic,"Zhiyu Liu, Meng Jiang, Hai Lin",http://arxiv.org/abs/2007.08451v1,,,2020-07-16T16:40:12,2026-09-10T19:42:28.416445
1.0,RESEARCH_PAPER,PC-PG: Policy Cover Directed Exploration for Provable Policy Gradient Learning,"Alekh Agarwal, Mikael Henaff, Sham Kakade, Wen Sun",http://arxiv.org/abs/2007.08459v2,,,2020-07-16T16:57:41,2026-09-10T19:42:28.416537
1.0,RESEARCH_PAPER,Modular Constraint Solver Cooperation via Abstract Interpretation,"Pierre Talbot, Éric Monfroy, Charlotte Truchet",http://arxiv.org/abs/2008.01415v2,,,2020-08-04T08:52:19,2026-09-10T19:42:28.416591
1.0,RESEARCH_PAPER,"Getting to Know One Another: Calibrating Intent, Capabilities and Trust for Human-Robot Collaboration","Joshua Lee, Jeffrey Fong, Bing Cai Kok, Harold Soh",http://arxiv.org/abs/2008.00699v1,,,2020-08-03T08:04:15,2026-09-10T19:42:28.416641
1.0,RESEARCH_PAPER,Structural Causal Models Are (Solvable by) Credal Networks,"Marco Zaffalon, Alessandro Antonucci, Rafael Cabañas",http://arxiv.org/abs/2008.00463v1,,,2020-08-02T11:19:36,2026-09-10T19:42:28.416689
1.0,RESEARCH_PAPER,Dynamics Generalization via Information Bottleneck in Deep Reinforcement Learning,"Xingyu Lu, Kimin Lee, Pieter Abbeel, Stas Tiomkin",http://arxiv.org/abs/2008.00614v1,,,2020-08-03T02:24:20,2026-09-10T19:42:28.416735
1.0,RESEARCH_PAPER,Exploiting Game Theory for Analysing Justifications,"Simon Marynissen, Bart Bogaerts, Marc Denecker",http://arxiv.org/abs/2008.01609v1,,,2020-08-04T14:45:08,2026-09-10T19:42:28.416788
1.0,RESEARCH_PAPER,Exploring Variational Deep Q Networks,A. H. Bell-Thomas,http://arxiv.org/abs/2008.01641v1,,,2020-08-04T15:36:31,2026-09-10T19:42:28.416836
1.0,RESEARCH_PAPER,Cluster-Based Information Retrieval by using (K-means)- Hierarchical Parallel Genetic Algorithms Approach,"Sarah Hussein Toman, Mohammed Hamzah Abed, Zinah Hussein Toman",http://arxiv.org/abs/2008.00150v1,,,2020-08-01T02:05:58,2026-09-10T19:42:28.416884
1.0,RESEARCH_PAPER,Contrastive Explanations in Neural Networks,"Mohit Prabhushankar, Gukyeong Kwon, Dogancan Temel, Ghassan AlRegib",http://arxiv.org/abs/2008.00178v1,,,2020-08-01T05:50:01,2026-09-10T19:42:28.416936
1.0,RESEARCH_PAPER,Service Chain Composition with Failures in NFV Systems: A Game-Theoretic Perspective,"Simeng Bian, Xi Huang, Ziyu Shao, Xin Gao, Yang Yang",http://arxiv.org/abs/2008.00208v1,,,2020-08-01T07:58:14,2026-09-10T19:42:28.416983
1.0,RESEARCH_PAPER,SemEval-2020 Task 7: Assessing Humor in Edited News Headlines,"Nabil Hossain, John Krumm, Michael Gamon, Henry Kautz",http://arxiv.org/abs/2008.00304v1,,,2020-08-01T17:34:37,2026-09-10T19:42:28.417033
1.0,RESEARCH_PAPER,Looking in the Right place for Anomalies: Explainable AI through Automatic Location Learning,"Satyananda Kashyap, Alexandros Karargyris, Joy Wu, Yaniv Gur, Arjun Sharma, Ken C. L. Wong, Mehdi Moradi, Tanveer Syeda-Mahmood",http://arxiv.org/abs/2008.00363v1,,,2020-08-02T00:02:37,2026-09-10T19:42:28.417081
1.0,RESEARCH_PAPER,Blackbox Trojanising of Deep Learning Models : Using non-intrusive network structure and binary alterations,Jonathan Pan,http://arxiv.org/abs/2008.00408v1,,,2020-08-02T06:33:47,2026-09-10T19:42:28.417128
1.0,RESEARCH_PAPER,Toward Campus Mail Delivery Using BDI,"Chidiebere Onyedinma, Patrick Gavigan, Babak Esfandiari",http://arxiv.org/abs/2007.16089v1,,,2020-07-23T01:33:10,2026-09-10T19:42:28.417174
1.0,RESEARCH_PAPER,COLD: Towards the Next Generation of Pre-Ranking System,"Zhe Wang, Liqin Zhao, Biye Jiang, Guorui Zhou, Xiaoqiang Zhu, Kun Gai",http://arxiv.org/abs/2007.16122v2,,,2020-07-31T15:06:43,2026-09-10T19:42:28.417227
1.0,RESEARCH_PAPER,Improving Multi-Agent Cooperation using Theory of Mind,"Terence X. Lim, Sidney Tio, Desmond C. Ong",http://arxiv.org/abs/2007.15703v1,,,2020-07-30T19:31:31,2026-09-10T19:42:28.417279
1.0,RESEARCH_PAPER,Interpretable Contextual Team-aware Item Recommendation: Application in Multiplayer Online Battle Arena Games,"Andrés Villa, Vladimir Araujo, Francisca Cattan, Denis Parra",http://arxiv.org/abs/2007.15236v1,,,2020-07-30T05:17:28,2026-09-10T19:42:28.417330
1.0,RESEARCH_PAPER,Toward Givenness Hierarchy Theoretic Natural Language Generation,"Poulomi Pal, Tom Williams",http://arxiv.org/abs/2007.16009v1,,,2020-07-17T17:51:29,2026-09-10T19:42:28.417375
1.0,RESEARCH_PAPER,New approach to MPI program execution time prediction,"A. Chupakhin, A. Kolosov, R. Smeliansky, V. Antonenko, G. Ishelev",http://arxiv.org/abs/2007.15338v1,,,2020-07-30T09:35:08,2026-09-10T19:42:28.417420
1.0,RESEARCH_PAPER,Bounded Rationality in Las Vegas: Probabilistic Finite Automata PlayMulti-Armed Bandits,"Xinming Liu, Joseph Y. Halpern",http://arxiv.org/abs/2006.16950v1,,,2020-06-30T16:42:08,2026-09-10T19:42:28.417465
1.0,RESEARCH_PAPER,PsychFM: Predicting your next gamble,"Prakash Rajan, Krishna P. Miyapuram",http://arxiv.org/abs/2007.01833v1,,,2020-07-03T17:41:14,2026-09-10T19:42:28.417510
1.0,RESEARCH_PAPER,Enhancing SAT solvers with glue variable predictions,Jesse Michael Han,http://arxiv.org/abs/2007.02559v1,,,2020-07-06T07:16:49,2026-09-10T19:42:28.417554
1.0,RESEARCH_PAPER,A Novel Multi-Step Finite-State Automaton for Arbitrarily Deterministic Tsetlin Machine Learning,"K. Darshana Abeyrathna, Ole-Christoffer Granmo, Rishad Shafik, Alex Yakovlev, Adrian Wheeldon, Jie Lei, Morten Goodwin",http://arxiv.org/abs/2007.02114v1,,,2020-07-04T14:56:05,2026-09-10T19:42:28.417600
1.0,RESEARCH_PAPER,Traffic Agent Trajectory Prediction Using Social Convolution and Attention Mechanism,"Tao Yang, Zhixiong Nan, He Zhang, Shitao Chen, Nanning Zheng",http://arxiv.org/abs/2007.02515v1,,,2020-07-06T03:48:08,2026-09-10T19:42:28.417646
1.0,RESEARCH_PAPER,"Post-Workshop Report on Science meets Engineering in Deep Learning, NeurIPS 2019, Vancouver","Levent Sagun, Caglar Gulcehre, Adriana Romero, Negar Rostamzadeh, Stefano Sarao Mannelli",http://arxiv.org/abs/2007.13483v2,,,2020-06-25T12:19:09,2026-09-10T19:42:28.417691
1.0,RESEARCH_PAPER,COVID-19 Knowledge Graph: Accelerating Information Retrieval and Discovery for Scientific Literature,"Colby Wise, Vassilis N. Ioannidis, Miguel Romero Calvo, Xiang Song, George Price, Ninad Kulkarni, Ryan Brand, Parminder Bhatia, George Karypis",http://arxiv.org/abs/2007.12731v1,,,2020-07-24T18:29:43,2026-09-10T19:42:28.417737
1.0,RESEARCH_PAPER,Score-Based Explanations in Data Management and Machine Learning,Leopoldo Bertossi,http://arxiv.org/abs/2007.12799v2,,,2020-07-24T23:13:27,2026-09-10T19:42:28.417782
1.0,RESEARCH_PAPER,Noisy Agents: Self-supervised Exploration by Predicting Auditory Events,"Chuang Gan, Xiaoyu Chen, Phillip Isola, Antonio Torralba, Joshua B. Tenenbaum",http://arxiv.org/abs/2007.13729v1,,,2020-07-27T17:59:08,2026-09-10T19:42:28.417827
1.0,RESEARCH_PAPER,Formal Fields: A Framework to Automate Code Generation Across Domains,Jacques Basaldúa,http://arxiv.org/abs/2007.14075v1,,,2020-07-28T09:06:01,2026-09-10T19:42:28.417898
1.0,RESEARCH_PAPER,PyKEEN 1.0: A Python Library for Training and Evaluating Knowledge Graph Embeddings,"Mehdi Ali, Max Berrendorf, Charles Tapley Hoyt, Laurent Vermue, Sahand Sharifzadeh, Volker Tresp, Jens Lehmann",http://arxiv.org/abs/2007.14175v2,,,2020-07-28T12:54:28,2026-09-10T19:42:28.417948
1.0,RESEARCH_PAPER,Approximating Euclidean by Imprecise Markov Decision Processes,"Manfred Jaeger, Giorgio Bacci, Giovanni Bacci, Kim Guldstrand Larsen, Peter Gjøl Jensen",http://arxiv.org/abs/2006.14923v1,,,2020-06-26T11:58:04,2026-09-10T19:42:28.417995
1.0,RESEARCH_PAPER,Intrinsic Reward Driven Imitation Learning via Generative Model,"Xingrui Yu, Yueming Lyu, Ivor W. Tsang",http://arxiv.org/abs/2006.15061v4,,,2020-06-26T15:39:40,2026-09-10T19:42:28.419978
1.0,RESEARCH_PAPER,Non-parametric Models for Non-negative Functions,"Ulysse Marteau-Ferey, Francis Bach, Alessandro Rudi",http://arxiv.org/abs/2007.03926v1,,,2020-07-08T07:17:28,2026-09-10T19:42:28.420051
1.0,RESEARCH_PAPER,Responsive Safety in Reinforcement Learning by PID Lagrangian Methods,"Adam Stooke, Joshua Achiam, Pieter Abbeel",http://arxiv.org/abs/2007.03964v1,,,2020-07-08T08:43:14,2026-09-10T19:42:28.420089
1.0,RESEARCH_PAPER,An Efficient Data Imputation Technique for Human Activity Recognition,"Ivan Miguel Pires, Faisal Hussain, Nuno M. Garcia, Eftim Zdravevski",http://arxiv.org/abs/2007.04456v1,,,2020-07-08T22:05:38,2026-09-10T19:42:28.420125
1.0,RESEARCH_PAPER,Resolving Head-On Conflicts for Multi-Agent Path Finding with Conflict-Based Search,Lun Yang,http://arxiv.org/abs/2007.03575v1,,,2020-07-07T15:52:45,2026-09-10T19:42:28.420154
1.0,RESEARCH_PAPER,Projection Mapping Implementation: Enabling Direct Externalization of Perception Results and Action Intent to Improve Robot Explainability,"Zhao Han, Alexander Wilkinson, Jenna Parrillo, Jordan Allspaw, Holly A. Yanco",http://arxiv.org/abs/2010.02263v3,,,2020-10-05T18:16:20,2026-09-10T19:42:28.420183
1.0,RESEARCH_PAPER,Learning Binary Semantic Embedding for Histology Image Classification and Retrieval,"Xiao Kang, Xingbo Liu, Xiushan Nie, Yilong Yin",http://arxiv.org/abs/2010.03266v1,,,2020-10-07T08:36:44,2026-09-10T19:42:28.420211
1.0,RESEARCH_PAPER,Predictive Capability Maturity Quantification using Bayesian Network,"Linyu Lin, Nam Dinh",http://arxiv.org/abs/2010.03373v1,,,2020-08-31T17:09:09,2026-09-10T19:42:28.420238
1.0,RESEARCH_PAPER,Integrating Intrinsic and Extrinsic Explainability: The Relevance of Understanding Neural Networks for Human-Robot Interaction,"Tom Weber, Stefan Wermter",http://arxiv.org/abs/2010.04602v1,,,2020-10-09T14:28:48,2026-09-10T19:42:28.420266
1.0,RESEARCH_PAPER,High-Order Relation Construction and Mining for Graph Matching,"Hui Xu, Liyao Xiang, Youmin Le, Xiaoying Gan, Yuting Jia, Luoyi Fu, Xinbing Wang",http://arxiv.org/abs/2010.04348v1,,,2020-10-09T03:30:02,2026-09-10T19:42:28.420302
1.0,RESEARCH_PAPER,Evaluating and Characterizing Human Rationales,"Samuel Carton, Anirudh Rathore, Chenhao Tan",http://arxiv.org/abs/2010.04736v1,,,2020-10-09T18:00:04,2026-09-10T19:42:28.420356
1.0,RESEARCH_PAPER,Characterizing Policy Divergence for Personalized Meta-Reinforcement Learning,Michael Zhang,http://arxiv.org/abs/2010.04816v1,,,2020-10-09T21:31:53,2026-09-10T19:42:28.420406
1.0,RESEARCH_PAPER,On Task-Level Dialogue Composition of Generative Transformer Model,"Prasanna Parthasarathi, Arvind Neelakantan, Sharan Narang",http://arxiv.org/abs/2010.04826v1,,,2020-10-09T22:10:03,2026-09-10T19:42:28.420456
1.0,RESEARCH_PAPER,Towards Self-Regulating AI: Challenges and Opportunities of AI Model Governance in Financial Services,"Eren Kurshan, Hongda Shen, Jiahao Chen",http://arxiv.org/abs/2010.04827v1,,,2020-10-09T22:12:22,2026-09-10T19:42:28.420505
1.0,RESEARCH_PAPER,Paying down metadata debt: learning the representation of concepts using topic models,"Jiahao Chen, Manuela Veloso",http://arxiv.org/abs/2010.04836v1,,,2020-10-09T22:42:38,2026-09-10T19:42:28.420555
1.0,RESEARCH_PAPER,Association rules over time,"Iztok Fister, Iztok Fister",http://arxiv.org/abs/2010.03834v1,,,2020-10-08T08:31:34,2026-09-10T19:42:28.420604
1.0,RESEARCH_PAPER,Learning Intrinsic Symbolic Rewards in Reinforcement Learning,"Hassam Sheikh, Shauharda Khadka, Santiago Miret, Somdeb Majumdar",http://arxiv.org/abs/2010.03694v2,,,2020-10-08T00:02:46,2026-09-10T19:42:28.420652
1.0,RESEARCH_PAPER,Sequential Changepoint Detection in Neural Networks with Checkpoints,"Michalis K. Titsias, Jakub Sygnowski, Yutian Chen",http://arxiv.org/abs/2010.03053v1,,,2020-10-06T21:49:54,2026-09-10T19:42:28.420700
1.0,RESEARCH_PAPER,Distributional Reinforcement Learning for mmWave Communications with Intelligent Reflectors on a UAV,"Qianqian Zhang, Walid Saad, Mehdi Bennis",http://arxiv.org/abs/2011.01840v1,,,2020-11-03T16:50:37,2026-09-10T19:42:28.420760
1.0,RESEARCH_PAPER,Adapting Pretrained Transformer to Lattices for Spoken Language Understanding,"Chao-Wei Huang, Yun-Nung Chen",http://arxiv.org/abs/2011.00780v1,,,2020-11-02T07:14:34,2026-09-10T19:42:28.420810
